# gnuplot data for ecttd_model_running_time
10		0.164
20		1.552
30		2.488
40		3.304
50		3.94
60		4.902
70		6.2
80		6.32
90		7.042
100		8.002
110		9.204
120		11.692
130		13.246
140		15.054
150		17.766
160		20.028
170		21.992
180		24.25
190		23.812
200		24.456
210		24.894
220		26.544
230		29.194
240		28.148
250		33.236
